,M
54875,3611
54876,1320
54877,-1039
54878,-3426
54879,-5818
54880,-8175
54881,-10465
54882,-12664
54883,-14728
54884,-16649
54885,-18383
54886,-19920
54887,-21240
54888,-22320
54889,-23162
54890,-23743
54891,-24075
54892,-24146
54893,-23966
54894,-23545
54895,-22891
54896,-22022
54897,-20953
54898,-19707
54899,-18306
54900,-16776
54901,-15139
54902,-13428
54903,-11662
54904,-9873
54905,-8084
54906,-6323
54907,-4607
54908,-2965
54909,-1407
54910,44
54911,1379
54912,2587
54913,3659
54914,4597
54915,5389
54916,6058
54917,6579
54918,6995
54919,7285
54920,7486
54921,7594
54922,7638
54923,7626
54924,7582
54925,7517
54926,7450
54927,7402
54928,7379
54929,7402
54930,7479
54931,7620
54932,7831
54933,8119
54934,8480
54935,8921
54936,9430
54937,10003
54938,10633
54939,11303
54940,12004
54941,12717
54942,13423
54943,14107
54944,14745
54945,15323
54946,15811
54947,16205
54948,16464
54949,16601
54950,16567
54951,16383
54952,16007
54953,15458
54954,14712
54955,13781
54956,12658
54957,11357
54958,9880
54959,8244
54960,6466
54961,4555
54962,2552
54963,455
54964,-1683
54965,-3855
54966,-6022
54967,-8156
54968,-10231
54969,-12210
54970,-14075
54971,-15791
54972,-17335
54973,-18688
54974,-19825
54975,-20728
54976,-21395
54977,-21799
54978,-21951
54979,-21840
54980,-21467
54981,-20851
54982,-19982
54983,-18898
54984,-17595
54985,-16115
54986,-14462
54987,-12682
54988,-10788
54989,-8822
54990,-6809
54991,-4781
54992,-2776
54993,-818
54994,1058
54995,2822
54996,4459
54997,5924
54998,7221
54999,8310
55000,9195
55001,9855
55002,10285
55003,10492
55004,10463
55005,10222
55006,9765
55007,9109
55008,8279
55009,7281
55010,6154
55011,4907
55012,3581
55013,2194
55014,777
55015,-637
55016,-2027
55017,-3357
55018,-4608
55019,-5751
55020,-6769
55021,-7634
55022,-8344
55023,-8868
55024,-9211
55025,-9360
55026,-9314
55027,-9078
55028,-8648
55029,-8045
55030,-7265
55031,-6345
55032,-5273
55033,-4100
55034,-2823
55035,-1479
55036,-87
55037,1330
55038,2742
55039,4128
55040,5465
55041,6732
55042,7902
55043,8970
55044,9907
55045,10707
55046,11360
55047,11857
55048,12194
55049,12377
55050,12397
55051,12271
55052,12001
55053,11599
55054,11084
55055,10461
55056,9762
55057,8989
55058,8175
55059,7333
55060,6482
55061,5649
55062,4841
55063,4083
55064,3389
55065,2772
55066,2241
55067,1807
55068,1473
55069,1246
55070,1120
55071,1099
55072,1167
55073,1328
55074,1561
55075,1854
55076,2195
55077,2561
55078,2941
55079,3306
55080,3649
55081,3933
55082,4156
55083,4285
55084,4313
55085,4221
55086,3994
55087,3625
55088,3105
55089,2424
55090,1595
55091,599
55092,-538
55093,-1821
55094,-3232
55095,-4757
55096,-6375
55097,-8070
55098,-9814
55099,-11582
55100,-13353
55101,-15083
55102,-16768
55103,-18349
55104,-19829
55105,-21152
55106,-22314
55107,-23275
55108,-24024
55109,-24540
55110,-24796
55111,-24803
55112,-24528
55113,-23987
55114,-23165
55115,-22077
55116,-20722
55117,-19127
55118,-17285
55119,-15245
55120,-13005
55121,-10606
55122,-8077
55123,-5438
55124,-2740
55125,1
55126,2738
55127,5440
55128,8076
55129,10605
55130,13008
55131,15240
55132,17291
55133,19122
55134,20725
55135,22076
55136,23165
55137,23987
55138,24529
55139,24801
55140,24798
55141,24539
55142,24023
55143,23278
55144,22311
55145,21155
55146,19825
55147,18353
55148,16764
55149,15088
55150,13349
55151,11585
55152,9811
55153,8072
55154,6375
55155,4757
55156,3232
55157,1820
55158,541
55159,-604
55160,-1589
55161,-2429
55162,-3102
55163,-3626
55164,-3994
55165,-4221
55166,-4312
55167,-4287
55168,-4154
55169,-3935
55170,-3647
55171,-3308
55172,-2939
55173,-2564
55174,-2193
55175,-1854
55176,-1562
55177,-1326
55178,-1171
55179,-1096
55180,-1121
55181,-1246
55182,-1473
55183,-1807
55184,-2241
55185,-2772
55186,-3389
55187,-4083
55188,-4842
55189,-5646
55190,-6485
55191,-7332
55192,-8174
55193,-8992
55194,-9757
55195,-10467
55196,-11078
55197,-11604
55198,-11998
55199,-12272
55200,-12398
55201,-12374
55202,-12198
55203,-11853
55204,-11363
55205,-10705
55206,-9909
55207,-8968
55208,-7904
55209,-6729
55210,-5469
55211,-4125
55212,-2744
55213,-1328
55214,87
55215,1476
55216,2827
55217,4096
55218,5278
55219,6340
55220,7269
55221,8042
55222,8650
55223,9077
55224,9314
55225,9361
55226,9210
55227,8869
55228,8342
55229,7635
55230,6769
55231,5751
55232,4609
55233,3356
55234,2027
55235,637
55236,-777
55237,-2195
55238,-3578
55239,-4910
55240,-6152
55241,-7283
55242,-8277
55243,-9110
55244,-9765
55245,-10221
55246,-10466
55247,-10487
55248,-10290
55249,-9851
55250,-9197
55251,-8310
55252,-7220
55253,-5926
55254,-4457
55255,-2822
55256,-1061
55257,822
55258,2772
55259,4785
55260,6806
55261,8823
55262,10788
55263,12680
55264,14466
55265,16110
55266,17600
55267,18894
55268,19985
55269,20849
55270,21466
55271,21843
55272,21948
55273,21801
55274,21394
55275,20727
55276,19827
55277,18686
55278,17335
55279,15793
55280,14072
55281,12213
55282,10229
55283,8155
55284,6025
55285,3851
55286,1689
55287,-462
55288,-2545
55289,-4562
55290,-6460
55291,-8248
55292,-9878
55293,-11357
55294,-12659
55295,-13780
55296,-14713
55297,-15456
55298,-16010
55299,-16379
55300,-16571
55301,-16598
55302,-16466
55303,-16204
55304,-15812
55305,-15322
55306,-14745
55307,-14108
55308,-13423
55309,-12716
55310,-12004
55311,-11304
55312,-10633
55313,-10003
55314,-9430
55315,-8919
55316,-8483
55317,-8118
55318,-7830
55319,-7621
55320,-7479
55321,-7401
55322,-7381
55323,-7398
55324,-7454
55325,-7515
55326,-7582
55327,-7626
55328,-7637
55329,-7597
55330,-7482
55331,-7290
55332,-6989
55333,-6585
55334,-6053
55335,-5392
55336,-4596
55337,-3659
55338,-2587
55339,-1379
55340,-44
55341,1407
55342,2965
55343,4608
55344,6322
55345,8084
55346,9873
55347,11663
55348,13426
55349,15141
55350,16773
55351,18308
55352,19708
55353,20951
55354,22023
55355,22890
55356,23545
55357,23968
55358,24144
55359,24076
55360,23743
55361,23161
55362,22322
55363,21237
55364,19923
55365,18382
55366,16648
55367,14729
55368,12664
55369,10464
55370,8176
55371,5817
55372,3427
55373,1039
55374,-1321
55375,-3611
55376,-5809
55377,-7877
55378,-9795
55379,-11531
55380,-13070
55381,-14385
55382,-15472
55383,-16307
55384,-16899
55385,-17226
55386,-17308
55387,-17135
55388,-16729
55389,-16094
55390,-15256
55391,-14225
55392,-13032
55393,-11700
55394,-10254
55395,-8728
55396,-7147
55397,-5543
55398,-3947
55399,-2387
55400,-889
55401,513
55402,1806
55403,2959
55404,3960
55405,4786
55406,5437
55407,5889
55408,6154
55409,6219
55410,6093
55411,5784
55412,5296
55413,4648
55414,3858
55415,2936
55416,1916
55417,805
55418,-354
55419,-1553
55420,-2755
55421,-3945
55422,-5088
55423,-6170
55424,-7161
55425,-8052
55426,-8813
55427,-9444
55428,-9920
55429,-10239
55430,-10398
55431,-10387
55432,-10220
55433,-9884
55434,-9408
55435,-8780
55436,-8035
55437,-7168
55438,-6215
55439,-5184
55440,-4093
55441,-2977
55442,-1839
55443,-717
55444,380
55445,1428
55446,2410
55447,3308
55448,4112
55449,4804
55450,5381
55451,5836
55452,6161
55453,6364
55454,6440
55455,6398
55456,6248
55457,6002
55458,5663
55459,5264
55460,4805
55461,4315
55462,3810
55463,3308
55464,2830
55465,2394
55466,2019
55467,1723
55468,1515
55469,1419
55470,1429
55471,1571
55472,1832
55473,2230
55474,2748
55475,3394
55476,4149
55477,5013
55478,5960
55479,6983
55480,8056
55481,9160
55482,10274
55483,11371
55484,12424
55485,13416
55486,14308
55487,15091
55488,15729
55489,16206
55490,16506
55491,16600
55492,16492
55493,16149
55494,15590
55495,14782
55496,13755
55497,12488
55498,11007
55499,9317
55500,7432
55501,5380
55502,3174
55503,846
55504,-1577
55505,-4065
55506,-6586
55507,-9104
55508,-11592
55509,-14006
55510,-16327
55511,-18508
55512,-20528
55513,-22359
55514,-23968
55515,-25345
55516,-26456
55517,-27299
55518,-27854
55519,-28119
55520,-28091
55521,-27769
55522,-27159
55523,-26277
55524,-25126
55525,-23736
55526,-22121
55527,-20305
55528,-18319
55529,-16192
55530,-13943
55531,-11626
55532,-9248
55533,-6864
55534,-4486
55535,-2161
55536,92
55537,2245
55538,4267
55539,6146
55540,7853
55541,9382
55542,10714
55543,11848
55544,12769
55545,13495
55546,14005
55547,14331
55548,14457
55549,14421
55550,14217
55551,13878
55552,13416
55553,12850
55554,12211
55555,11510
55556,10777
55557,10033
55558,9292
55559,8583
55560,7916
55561,7311
55562,6778
55563,6330
55564,5972
55565,5712
55566,5548
55567,5481
55568,5507
55569,5619
55570,5804
55571,6057
55572,6354
55573,6693
55574,7044
55575,7399
55576,7733
55577,8034
55578,8277
55579,8455
55580,8541
55581,8533
55582,8407
55583,8167
55584,7789
55585,7289
55586,6644
55587,5876
55588,4977
55589,3957
55590,2833
55591,1608
55592,307
55593,-1054
55594,-2462
55595,-3882
55596,-5306
55597,-6701
55598,-8042
55599,-9320
55600,-10491
55601,-11556
55602,-12478
55603,-13251
55604,-13851
55605,-14272
55606,-14502
55607,-14535
55608,-14374
55609,-14005
55610,-13455
55611,-12709
55612,-11797
55613,-10723
55614,-9508
55615,-8175
55616,-6743
55617,-5242
55618,-3691
55619,-2127
55620,-573
55621,947
55622,2394
55623,3752
55624,4992
55625,6084
55626,7023
55627,7770
55628,8333
55629,8676
55630,8818
55631,8729
55632,8433
55633,7912
55634,7194
55635,6277
55636,5184
55637,3933
55638,2538
55639,1041
55640,-552
55641,-2191
55642,-3866
55643,-5529
55644,-7166
55645,-8726
55646,-10202
55647,-11543
55648,-12744
55649,-13767
55650,-14593
55651,-15214
55652,-15597
55653,-15756
55654,-15660
55655,-15326
55656,-14742
55657,-13926
55658,-12873
55659,-11615
55660,-10151
55661,-8514
55662,-6723
55663,-4803
55664,-2782
55665,-694
55666,1442
55667,3579
55668,5704
55669,7770
55670,9762
55671,11643
55672,13396
55673,14987
55674,16409
55675,17636
55676,18654
55677,19465
55678,20045
55679,20405
55680,20545
55681,20457
55682,20171
55683,19677
55684,19002
55685,18162
55686,17167
55687,16054
55688,14827
55689,13526
55690,12159
55691,10765
55692,9351
55693,7958
55694,6585
55695,5270
55696,4019
55697,2847
55698,1771
55699,796
55700,-71
55701,-827
55702,-1474
55703,-2008
55704,-2446
55705,-2781
55706,-3042
55707,-3222
55708,-3350
55709,-3433
55710,-3489
55711,-3542
55712,-3589
55713,-3676
55714,-3784
55715,-3959
55716,-4192
55717,-4501
55718,-4896
55719,-5381
55720,-5954
55721,-6628
55722,-7383
55723,-8229
55724,-9149
55725,-10132
55726,-11168
55727,-12234
55728,-13323
55729,-14398
55730,-15460
55731,-16458
55732,-17404
55733,-18239
55734,-18971
55735,-19561
55736,-19990
55737,-20254
55738,-20316
55739,-20183
55740,-19831
55741,-19257
55742,-18465
55743,-17439
55744,-16203
55745,-14747
55746,-13093
55747,-11254
55748,-9242
55749,-7092
55750,-4816
55751,-2442
55752,-12
55753,2464
55754,4934
55755,7378
55756,9767
55757,12051
55758,14221
55759,16234
55760,18067
55761,19695
55762,21100
55763,22254
55764,23157
55765,23785
55766,24137
55767,24215
55768,24008
55769,23541
55770,22806
55771,21830
55772,20622
55773,19213
55774,17613
55775,15871
55776,13987
55777,12021
55778,9981
55779,7917
55780,5849
55781,3813
55782,1839
55783,-40
55784,-1808
55785,-3423
55786,-4890
55787,-6160
55788,-7248
55789,-8121
55790,-8784
55791,-9236
55792,-9466
55793,-9493
55794,-9318
55795,-8954
55796,-8419
55797,-7729
55798,-6907
55799,-5972
55800,-4955
55801,-3872
55802,-2761
55803,-1634
55804,-535
55805,536
55806,1527
55807,2442
55808,3245
55809,3927
55810,4473
55811,4869
55812,5110
55813,5197
55814,5116
55815,4888
55816,4498
55817,3974
55818,3318
55819,2541
55820,1676
55821,718
55822,-289
55823,-1344
55824,-2410
55825,-3474
55826,-4511
55827,-5500
55828,-6426
55829,-7265
55830,-8001
55831,-8630
55832,-9124
55833,-9496
55834,-9716
55835,-9808
55836,-9747
55837,-9559
55838,-9234
55839,-8792
55840,-8240
55841,-7591
55842,-6869
55843,-6081
55844,-5255
55845,-4406
55846,-3554
55847,-2723
55848,-1925
55849,-1192
55850,-519
55851,48
55852,533
55853,888
55854,1137
55855,1251
55856,1243
55857,1106
55858,849
55859,476
55860,1
55861,-569
55862,-1210
55863,-1913
55864,-2650
55865,-3409
55866,-4155
55867,-4882
55868,-5548
55869,-6148
55870,-6648
55871,-7032
55872,-7282
55873,-7378
55874,-7312
55875,-7065
55876,-6636
55877,-6016
55878,-5208
55879,-4209
55880,-3034
55881,-1685
55882,-182
55883,1463
55884,3226
55885,5084
55886,7012
55887,8981
55888,10968
55889,12930
55890,14849
55891,16686
55892,18411
55893,19999
55894,21417
55895,22641
55896,23650
55897,24421
55898,24933
55899,25186
55900,25152
55901,24842
55902,24250
55903,23369
55904,22229
55905,20815
55906,19167
55907,17287
55908,15208
55909,12950
55910,10548
55911,8024
55912,5420
55913,2763
55914,90
55915,-2570
55916,-5170
55917,-7700
55918,-10103
55919,-12372
55920,-14470
55921,-16371
55922,-18071
55923,-19529
55924,-20760
55925,-21730
55926,-22454
55927,-22920
55928,-23135
55929,-23108
55930,-22845
55931,-22368
55932,-21681
55933,-20824
55934,-19793
55935,-18641
55936,-17363
55937,-16011
55938,-14591
55939,-13142
55940,-11683
55941,-10239
55942,-8833
55943,-7483
55944,-6211
55945,-5028
55946,-3950
55947,-2983
55948,-2138
55949,-1412
55950,-813
55951,-327
55952,39
55953,305
55954,476
55955,563
55956,591
55957,560
55958,506
55959,431
55960,359
55961,312
55962,291
55963,335
55964,431
55965,613
55966,878
55967,1233
55968,1690
55969,2244
55970,2892
55971,3641
55972,4463
55973,5375
55974,6336
55975,7359
55976,8403
55977,9468
55978,10520
55979,11549
55980,12530
55981,13440
55982,14261
55983,14973
55984,15554
55985,15997
55986,16272
55987,16385
55988,16310
55989,16056
55990,15606
55991,14972
55992,14149
55993,13153
55994,11984
55995,10669
55996,9211
55997,7641
55998,5973
55999,4237
56000,2455
56001,656
56002,-1133
56003,-2885
56004,-4572
56005,-6164
56006,-7644
56007,-8975
56008,-10153
56009,-11138
56010,-11937
56011,-12517
56012,-12884
56013,-13027
56014,-12941
56015,-12640
56016,-12117
56017,-11392
56018,-10476
56019,-9387
56020,-8147
56021,-6775
56022,-5305
56023,-3754
56024,-2165
56025,-552
56026,1041
56027,2591
56028,4064
56029,5439
56030,6678
56031,7770
56032,8683
56033,9403
56034,9916
56035,10207
56036,10273
56037,10108
56038,9712
56039,9092
56040,8255
56041,7217
56042,5990
56043,4596
56044,3059
56045,1399
56046,-349
56047,-2163
56048,-4010
56049,-5857
56050,-7680
56051,-9442
56052,-11114
56053,-12681
56054,-14093
56055,-15356
56056,-16423
56057,-17297
56058,-17952
56059,-18388
56060,-18583
56061,-18560
56062,-18290
56063,-17805
56064,-17099
56065,-16185
56066,-15091
56067,-13815
56068,-12399
56069,-10851
56070,-9204
56071,-7474
56072,-5706
56073,-3899
56074,-2111
56075,-334
56076,1377
56077,3025
56078,4570
56079,6009
56080,7318
56081,8487
56082,9511
56083,10377
56084,11088
56085,11641
56086,12043
56087,12296
56088,12415
56089,12404
56090,12285
56091,12066
56092,11769
56093,11412
56094,11007
56095,10583
56096,10141
56097,9723
56098,9316
56099,8962
56100,8653
56101,8408
56102,8234
56103,8136
56104,8116
56105,8176
56106,8306
56107,8509
56108,8766
56109,9079
56110,9419
56111,9786
56112,10150
56113,10504
56114,10817
56115,11087
56116,11270
56117,11377
56118,11362
56119,11229
56120,10956
56121,10525
56122,9939
56123,9183
56124,8251
56125,7151
56126,5878
56127,4443
56128,2855
56129,1125
56130,-728
56131,-2686
56132,-4723
56133,-6824
56134,-8952
56135,-11083
56136,-13194
56137,-15241
56138,-17210
56139,-19061
56140,-20767
56141,-22311
56142,-23647
56143,-24782
56144,-25664
56145,-26305
56146,-26672
56147,-26769
56148,-26581
56149,-26116
56150,-25370
56151,-24360
56152,-23082
56153,-21572
56154,-19830
56155,-17893
56156,-15779
56157,-13518
56158,-11142
56159,-8684
56160,-6172
56161,-3647
56162,-1137
56163,1320
56164,3695
56165,5956
56166,8074
56167,10024
56168,11786
56169,13331
56170,14655
56171,15737
56172,16574
56173,17163
56174,17495
56175,17588
56176,17440
56177,17069
56178,16487
56179,15715
56180,14772
56181,13685
56182,12478
56183,11175
56184,9816
56185,8405
56186,7004
56187,5603
56188,4263
56189,2978
56190,1795
56191,719
56192,-229
56193,-1035
56194,-1688
56195,-2182
56196,-2511
56197,-2677
56198,-2685
56199,-2535
56200,-2248
56201,-1824
56202,-1288
56203,-653
56204,62
56205,833
56206,1643
56207,2466
56208,3282
56209,4067
56210,4809
56211,5470
